,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
7240,26,52000,OWN,10.0,EDUCATION,D,5000,15.65,0,0.1,Y,4
27575,31,18996,OWN,6.0,HOMEIMPROVEMENT,C,7000,,1,0.37,N,8
6346,22,36000,RENT,6.0,EDUCATION,B,6000,10.0,0,0.17,N,3
27239,31,60000,RENT,11.0,EDUCATION,B,15000,11.71,0,0.25,N,8
14750,23,114000,OWN,7.0,VENTURE,A,6000,8.49,0,0.05,N,4
24807,27,85248,RENT,0.0,MEDICAL,B,10000,9.99,0,0.12,N,9
754,23,80000,RENT,4.0,MEDICAL,A,20000,7.9,0,0.25,N,4
27638,32,155000,MORTGAGE,8.0,MEDICAL,C,8000,,0,0.05,Y,6
7541,22,53808,MORTGAGE,5.0,PERSONAL,A,6000,8.9,0,0.11,N,2
9227,22,60000,MORTGAGE,2.0,EDUCATION,A,1000,9.63,0,0.02,N,3
16912,26,54000,RENT,2.0,PERSONAL,C,6600,11.97,0,0.12,N,3
12747,24,85000,MORTGAGE,8.0,MEDICAL,B,25600,12.69,0,0.3,N,4
25638,29,88000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000,13.85,0,0.17,Y,6
25926,27,68255,MORTGAGE,6.0,MEDICAL,E,17500,17.93,1,0.22,Y,10
29514,37,528000,RENT,4.0,VENTURE,D,15000,,0,0.03,N,12
6098,25,78000,RENT,3.0,HOMEIMPROVEMENT,A,5950,7.29,0,0.08,N,3
6086,23,56000,RENT,3.0,EDUCATION,D,5875,14.54,0,0.1,N,2
7169,24,75000,RENT,2.0,HOMEIMPROVEMENT,B,7000,10.74,0,0.09,N,3
31441,41,95000,OWN,2.0,HOMEIMPROVEMENT,C,21600,13.92,0,0.23,Y,11
4947,22,35000,RENT,4.0,EDUCATION,C,5000,15.96,1,0.14,N,4
14433,24,106800,MORTGAGE,6.0,EDUCATION,A,11525,5.42,0,0.11,N,4
9850,24,40000,RENT,1.0,VENTURE,B,9000,11.99,0,0.23,N,4
2547,21,30000,RENT,5.0,PERSONAL,B,3000,9.62,0,0.1,N,4
29548,40,35000,RENT,17.0,EDUCATION,A,2400,,0,0.07,N,16
2256,24,36000,RENT,7.0,DEBTCONSOLIDATION,A,13000,7.29,1,0.36,N,3
25733,30,90000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,4500,5.99,0,0.05,N,6
21715,29,50000,OWN,8.0,HOMEIMPROVEMENT,B,9725,12.12,0,0.19,N,6
16497,23,29120,OWN,0.0,MEDICAL,A,6400,8.94,0,0.22,N,4
14082,26,90000,RENT,0.0,HOMEIMPROVEMENT,A,14000,6.03,0,0.16,N,2
894,21,23040,OWN,0.0,EDUCATION,A,15000,8.94,0,0.65,N,2
16041,25,62500,RENT,6.0,HOMEIMPROVEMENT,B,4000,10.37,0,0.06,N,3
25303,27,83000,MORTGAGE,11.0,VENTURE,C,2500,13.99,0,0.03,Y,8
9656,26,49000,RENT,2.0,VENTURE,D,8400,18.25,1,0.17,Y,4
16927,22,35000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8000,5.79,0,0.23,N,3
23002,28,60000,MORTGAGE,12.0,HOMEIMPROVEMENT,D,3000,17.49,0,0.05,N,8
26352,29,100000,MORTGAGE,3.0,PERSONAL,D,13000,15.33,0,0.13,N,6
10391,25,67200,MORTGAGE,9.0,HOMEIMPROVEMENT,C,15000,,0,0.22,N,4
10869,23,45000,RENT,7.0,EDUCATION,A,10000,6.62,0,0.22,N,4
30232,39,46500,RENT,13.0,PERSONAL,A,6000,6.99,0,0.13,N,11
22045,32,52000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,20000,,0,0.38,N,9
22739,31,57600,MORTGAGE,5.0,EDUCATION,B,15000,10.25,0,0.26,N,10
30855,42,25320,RENT,1.0,HOMEIMPROVEMENT,D,10000,14.84,1,0.39,Y,14
27446,34,140000,MORTGAGE,17.0,VENTURE,D,12000,15.21,0,0.09,Y,10
29489,48,15000,RENT,4.0,DEBTCONSOLIDATION,C,2000,12.84,0,0.13,Y,14
6923,23,50129,MORTGAGE,7.0,VENTURE,A,11400,7.29,0,0.23,N,2
28613,29,62000,MORTGAGE,6.0,VENTURE,A,12000,7.51,0,0.19,N,8
2290,23,44000,RENT,7.0,DEBTCONSOLIDATION,D,13000,16.29,1,0.3,N,3
3165,21,36000,MORTGAGE,5.0,MEDICAL,B,1000,12.42,0,0.03,N,2
3946,22,48000,RENT,3.0,EDUCATION,A,4000,,0,0.08,N,4
28698,27,42000,RENT,6.0,VENTURE,C,3000,,0,0.07,N,8
16420,23,160000,MORTGAGE,5.0,VENTURE,A,35000,7.66,0,0.22,N,3
8983,26,52000,RENT,3.0,EDUCATION,B,8000,10.25,0,0.15,N,4
4595,24,114800,RENT,6.0,PERSONAL,A,10000,8.94,0,0.09,N,4
13640,24,45996,RENT,1.0,MEDICAL,C,13000,13.47,1,0.28,Y,2
14544,21,33800,RENT,5.0,MEDICAL,B,15000,11.71,1,0.44,N,2
8078,24,54996,RENT,8.0,EDUCATION,B,7200,,0,0.13,N,3
15774,25,170000,MORTGAGE,0.0,EDUCATION,A,3850,6.17,0,0.02,N,4
3560,23,45000,RENT,2.0,VENTURE,A,3600,6.03,0,0.08,N,3
26360,33,100000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,24000,10.25,0,0.24,N,6
6256,23,30000,RENT,0.0,EDUCATION,A,6000,8.49,0,0.2,N,3
19593,30,70000,RENT,0.0,MEDICAL,C,3000,13.98,0,0.04,N,9
24890,29,72000,MORTGAGE,12.0,DEBTCONSOLIDATION,D,12000,15.62,1,0.17,Y,9
24694,29,75000,OWN,3.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.16,N,5
4938,23,42900,OWN,6.0,MEDICAL,A,1000,6.76,0,0.02,N,3
468,24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3
32497,63,1782000,RENT,13.0,EDUCATION,C,12025,14.27,0,0.01,N,30
26135,27,84000,MORTGAGE,5.0,PERSONAL,C,20000,12.29,1,0.24,Y,8
29017,35,50000,RENT,4.0,PERSONAL,B,7000,11.49,0,0.14,N,9
28004,27,56525,MORTGAGE,4.0,MEDICAL,D,12000,15.95,1,0.18,N,10
7034,23,14898,RENT,,VENTURE,C,6250,15.27,1,0.42,N,2
21638,27,40800,RENT,11.0,PERSONAL,A,6000,7.66,0,0.15,N,7
21899,29,50004,MORTGAGE,1.0,HOMEIMPROVEMENT,C,1500,13.11,0,0.03,Y,6
22536,27,49500,MORTGAGE,7.0,VENTURE,C,4750,15.27,1,0.1,N,7
20436,32,20000,RENT,3.0,DEBTCONSOLIDATION,B,4750,10.37,0,0.24,N,8
24979,29,40000,RENT,7.0,PERSONAL,A,11450,8.49,0,0.29,N,5
10130,22,21600,RENT,0.0,EDUCATION,A,9600,7.49,1,0.44,N,2
6182,25,48000,MORTGAGE,5.0,EDUCATION,C,16750,,0,0.35,Y,4
1174,22,58650,RENT,6.0,MEDICAL,D,16800,16.77,1,0.24,N,2
12197,21,30000,RENT,5.0,VENTURE,A,12000,5.79,1,0.4,N,3
1334,22,24000,RENT,3.0,DEBTCONSOLIDATION,C,1000,12.84,0,0.04,Y,4
15307,24,60000,RENT,8.0,DEBTCONSOLIDATION,B,15000,11.83,0,0.25,N,3
8808,22,40000,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.36,0,0.2,N,4
28829,32,100000,RENT,7.0,DEBTCONSOLIDATION,C,14400,13.35,0,0.14,N,5
23960,31,30000,RENT,0.0,HOMEIMPROVEMENT,A,10000,8.94,1,0.33,N,10
17834,34,948000,MORTGAGE,18.0,PERSONAL,B,2000,9.99,0,0.0,N,7
11780,25,84000,RENT,3.0,DEBTCONSOLIDATION,C,10000,,0,0.12,Y,4
15573,26,19500,OWN,0.0,PERSONAL,A,5000,8.0,1,0.26,N,3
16516,26,120000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,,0,0.05,N,2
20449,28,19200,RENT,4.0,VENTURE,C,4800,,1,0.25,N,6
12855,25,85000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,9600,13.85,0,0.11,Y,4
24016,30,69000,MORTGAGE,13.0,VENTURE,B,10000,9.99,0,0.14,N,9
7026,22,51000,MORTGAGE,6.0,MEDICAL,A,6000,5.79,0,0.12,N,2
29014,33,72000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6600,,0,0.09,N,9
1622,22,42500,RENT,0.0,MEDICAL,E,1500,17.19,1,0.04,Y,4
25939,33,34500,OWN,0.0,PERSONAL,B,10000,9.63,0,0.29,N,7
23983,29,31500,RENT,11.0,EDUCATION,A,10000,7.29,1,0.32,N,6
25532,31,85224,OWN,15.0,PERSONAL,B,6000,10.0,0,0.07,N,9
9179,23,17004,RENT,3.0,MEDICAL,A,5000,6.54,1,0.29,N,2
13522,24,34500,OWN,8.0,EDUCATION,B,2000,11.71,0,0.06,N,3
16724,24,46500,RENT,2.0,VENTURE,C,8000,15.23,1,0.17,N,2
7346,22,53000,RENT,2.0,EDUCATION,B,6500,10.65,0,0.12,N,4
24581,35,75000,OWN,9.0,VENTURE,A,7600,,0,0.1,N,7
7947,21,52000,RENT,5.0,EDUCATION,A,7000,7.49,0,0.13,N,4
14600,22,110000,MORTGAGE,6.0,VENTURE,B,6000,9.99,0,0.05,N,3
18065,31,78000,RENT,10.0,MEDICAL,B,25000,10.75,1,0.32,N,8
4979,26,43000,MORTGAGE,9.0,PERSONAL,A,8800,5.42,0,0.2,N,3
4310,22,40000,MORTGAGE,0.0,EDUCATION,C,4000,12.73,0,0.1,Y,2
18126,29,88000,RENT,9.0,PERSONAL,D,25000,14.46,1,0.28,Y,10
23990,31,68400,MORTGAGE,3.0,EDUCATION,B,15000,11.71,0,0.22,N,5
25390,28,63000,RENT,0.0,MEDICAL,B,12000,10.37,0,0.19,N,10
25358,27,28800,RENT,0.0,EDUCATION,A,3000,7.88,1,0.1,N,7
30222,42,44000,RENT,0.0,DEBTCONSOLIDATION,A,6000,9.63,0,0.14,N,14
13886,23,97600,MORTGAGE,7.0,MEDICAL,A,14500,7.51,0,0.15,N,2
15880,22,47000,RENT,6.0,DEBTCONSOLIDATION,C,19200,12.29,1,0.41,Y,4
6207,23,48000,OWN,0.0,VENTURE,E,15750,16.35,0,0.33,N,3
26177,27,50000,RENT,0.0,VENTURE,A,14000,6.54,0,0.28,N,8
29415,42,22000,RENT,,DEBTCONSOLIDATION,A,1000,7.29,0,0.05,N,13
29773,39,60000,RENT,3.0,HOMEIMPROVEMENT,B,3800,10.37,0,0.06,N,14
6279,23,48500,MORTGAGE,8.0,PERSONAL,B,6000,10.25,0,0.12,N,2
8458,25,41412,RENT,,MEDICAL,B,7600,11.12,0,0.18,N,3
16370,25,45000,RENT,2.0,PERSONAL,C,11100,13.11,0,0.25,N,2
9054,22,52000,RENT,0.0,VENTURE,D,8000,15.58,1,0.15,N,3
22092,29,52000,OWN,13.0,VENTURE,C,1000,13.23,0,0.02,N,8
21053,35,45000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7500,7.29,0,0.17,N,9
8464,25,61680,RENT,1.0,VENTURE,C,7600,13.23,1,0.12,N,4
19746,27,31400,RENT,1.0,MEDICAL,B,3500,11.71,0,0.11,N,8
10274,23,66000,MORTGAGE,7.0,VENTURE,B,5000,9.88,0,0.08,N,4
24636,27,75000,OWN,11.0,PERSONAL,D,16000,16.89,0,0.21,Y,5
21215,28,99996,RENT,7.0,MEDICAL,B,5000,11.49,0,0.05,N,10
11296,22,73000,MORTGAGE,3.0,MEDICAL,B,17000,11.99,0,0.23,N,3
30939,41,70000,MORTGAGE,2.0,EDUCATION,E,14000,16.7,0,0.2,Y,13
23108,27,54000,RENT,4.0,MEDICAL,C,8000,13.8,0,0.15,Y,5
29715,39,30500,RENT,3.0,PERSONAL,A,3600,7.68,0,0.12,N,13
24233,27,45996,RENT,3.0,VENTURE,C,10000,,0,0.22,Y,5
23569,33,64197,MORTGAGE,7.0,MEDICAL,C,7600,12.99,0,0.12,N,7
3726,25,24000,RENT,,PERSONAL,B,4000,11.71,0,0.17,N,3
17375,23,85000,RENT,2.0,VENTURE,C,12000,13.16,0,0.14,Y,2
25051,32,80000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,15350,8.49,0,0.19,N,7
26047,32,95000,MORTGAGE,2.0,PERSONAL,A,5000,7.51,0,0.05,N,10
22225,34,53549,MORTGAGE,17.0,DEBTCONSOLIDATION,A,14200,6.99,0,0.27,N,6
1571,25,33000,RENT,5.0,VENTURE,B,1500,11.48,0,0.05,N,4
26130,30,23000,RENT,5.0,VENTURE,A,14000,7.88,1,0.61,N,6
11116,24,43500,RENT,6.0,MEDICAL,D,10000,13.62,1,0.23,Y,3
6997,26,51000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,9000,9.99,0,0.18,N,3
9894,23,65000,MORTGAGE,1.0,VENTURE,A,7000,8.49,0,0.11,N,4
26703,29,110000,MORTGAGE,1.0,EDUCATION,E,12800,16.82,0,0.12,N,6
7283,24,24000,RENT,0.0,EDUCATION,B,6500,11.36,0,0.27,N,2
15567,21,19800,OWN,4.0,HOMEIMPROVEMENT,D,6800,14.59,1,0.34,N,2
16979,26,90000,MORTGAGE,10.0,PERSONAL,B,13000,10.59,0,0.14,N,3
27116,28,123504,MORTGAGE,12.0,VENTURE,B,18000,,0,0.15,N,7
8187,22,56000,MORTGAGE,6.0,PERSONAL,A,4750,7.14,0,0.08,N,2
2993,24,35000,MORTGAGE,2.0,MEDICAL,A,2950,,0,0.08,N,4
24580,28,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,15000,8.9,0,0.2,N,9
22112,30,30000,RENT,4.0,HOMEIMPROVEMENT,D,6500,15.65,1,0.22,Y,6
20805,28,43000,MORTGAGE,12.0,HOMEIMPROVEMENT,C,12000,13.48,0,0.28,N,6
23581,31,34000,RENT,1.0,PERSONAL,B,9000,11.48,0,0.26,N,5
20720,30,36000,RENT,2.0,VENTURE,B,5000,10.75,0,0.14,N,5
14789,23,45000,RENT,5.0,PERSONAL,A,15000,7.49,1,0.33,N,4
6138,21,22600,RENT,3.0,EDUCATION,C,6000,12.23,0,0.27,N,4
12198,24,30000,RENT,0.0,EDUCATION,A,12000,6.91,1,0.4,N,3
8308,23,57000,MORTGAGE,5.0,VENTURE,B,18000,11.11,0,0.32,N,2
20843,30,37400,MORTGAGE,6.0,MEDICAL,D,12700,17.27,1,0.34,N,5
31666,39,108000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,20000,14.54,1,0.19,Y,14
4034,21,63000,RENT,0.0,EDUCATION,B,4000,11.49,0,0.06,N,3
15364,23,130008,MORTGAGE,0.0,MEDICAL,A,9000,7.74,0,0.07,N,2
19102,28,80000,RENT,5.0,DEBTCONSOLIDATION,B,2200,9.99,0,0.03,N,6
5826,25,30000,RENT,2.0,EDUCATION,A,5500,8.0,0,0.18,N,4
11236,24,52000,RENT,6.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.19,N,4
30321,37,51000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,12800,12.84,0,0.25,N,12
5178,23,69000,RENT,1.0,EDUCATION,D,9000,14.09,1,0.13,Y,3
31423,40,95000,OWN,12.0,HOMEIMPROVEMENT,B,5000,10.65,0,0.05,N,16
281,25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2
5203,25,90900,RENT,9.0,VENTURE,C,9000,13.22,0,0.1,Y,3
27582,28,150000,MORTGAGE,4.0,EDUCATION,B,20000,,0,0.13,N,8
5711,23,46000,MORTGAGE,6.0,PERSONAL,A,15000,6.99,0,0.33,N,3
3705,25,19200,RENT,5.0,DEBTCONSOLIDATION,B,4000,,1,0.21,N,3
11809,24,85000,RENT,6.0,PERSONAL,C,10000,13.72,0,0.12,Y,2
30015,47,70000,RENT,2.0,EDUCATION,C,9000,12.87,0,0.13,N,14
22496,35,34200,RENT,3.0,EDUCATION,A,7200,6.99,0,0.21,N,6
3493,22,37000,MORTGAGE,0.0,MEDICAL,A,15000,8.49,0,0.41,N,2
28169,33,40000,RENT,15.0,EDUCATION,B,15000,9.88,1,0.38,N,9
3244,23,64000,RENT,7.0,DEBTCONSOLIDATION,C,3500,14.72,1,0.05,Y,2
11674,24,75000,OWN,2.0,PERSONAL,B,8500,11.36,0,0.11,N,4
3095,23,35292,MORTGAGE,7.0,EDUCATION,A,2100,7.51,0,0.06,N,2
3537,23,43500,RENT,2.0,PERSONAL,C,10400,13.49,0,0.24,N,4
29167,42,47000,RENT,2.0,MEDICAL,B,25000,12.18,1,0.53,N,15
22324,27,29004,RENT,6.0,DEBTCONSOLIDATION,A,7000,6.03,0,0.24,N,10
10393,23,67200,MORTGAGE,7.0,VENTURE,A,16000,6.03,0,0.24,N,2
12059,23,60000,RENT,4.0,PERSONAL,C,11400,15.23,0,0.19,Y,4
16725,25,145000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.17,N,3
19324,29,32000,MORTGAGE,2.0,VENTURE,A,12000,7.88,0,0.38,N,6
22384,28,55000,OWN,13.0,PERSONAL,A,18000,7.9,0,0.33,N,6
25882,29,91560,MORTGAGE,8.0,DEBTCONSOLIDATION,A,22000,6.91,0,0.24,N,8
601,23,20000,OWN,7.0,MEDICAL,A,1200,7.49,0,0.06,N,3
3875,21,37200,RENT,5.0,MEDICAL,C,4000,13.49,0,0.11,Y,4
8714,23,29000,RENT,0.0,VENTURE,F,8000,18.3,1,0.28,N,2
18842,27,27600,MORTGAGE,2.0,EDUCATION,A,3500,6.99,0,0.13,N,9
14899,25,120000,MORTGAGE,4.0,EDUCATION,B,10000,9.91,0,0.08,N,4
10492,23,68000,OWN,2.0,VENTURE,A,14000,,0,0.21,N,3
1633,25,28000,MORTGAGE,3.0,EDUCATION,A,5000,8.0,0,0.18,N,2
25840,29,40800,RENT,,VENTURE,B,2700,11.71,0,0.07,N,7
5952,22,47800,MORTGAGE,3.0,MEDICAL,B,15000,11.86,0,0.31,N,4
23094,32,51400,RENT,1.0,HOMEIMPROVEMENT,A,8000,7.51,0,0.16,N,10
30625,36,50700,RENT,2.0,HOMEIMPROVEMENT,B,8000,10.99,0,0.16,N,17
27841,27,90000,RENT,4.0,HOMEIMPROVEMENT,A,19200,6.99,0,0.21,N,8
28230,31,73000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,15000,,0,0.21,N,9
8972,23,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7200,,0,0.12,N,4
4005,24,55000,RENT,0.0,EDUCATION,B,4000,11.26,0,0.07,N,4
32553,54,20000,RENT,2.0,MEDICAL,C,5000,,0,0.25,N,28
13577,23,38500,RENT,8.0,DEBTCONSOLIDATION,A,12800,8.9,1,0.33,N,4
22036,29,72500,RENT,1.0,PERSONAL,A,7000,7.29,0,0.1,N,5
16448,21,40000,MORTGAGE,5.0,PERSONAL,A,5000,6.62,0,0.13,N,2
10749,24,64000,MORTGAGE,8.0,PERSONAL,A,14500,5.42,1,0.23,N,2
9724,23,58000,MORTGAGE,7.0,PERSONAL,D,16500,,1,0.28,Y,4
14119,24,120000,RENT,2.0,MEDICAL,B,14000,10.0,0,0.12,N,3
29961,36,42000,MORTGAGE,16.0,HOMEIMPROVEMENT,C,12000,,0,0.29,N,15
14723,26,34988,RENT,9.0,HOMEIMPROVEMENT,C,15000,13.98,1,0.43,N,2
29755,47,37000,MORTGAGE,6.0,PERSONAL,A,7400,8.0,0,0.2,N,13
19857,30,36000,MORTGAGE,4.0,PERSONAL,C,11500,13.57,0,0.32,N,8
12578,23,83000,MORTGAGE,7.0,EDUCATION,B,1500,11.12,0,0.02,N,2
15361,24,130000,MORTGAGE,2.0,MEDICAL,B,1250,10.95,0,0.01,N,2
13101,24,94992,RENT,1.0,EDUCATION,B,12000,11.89,0,0.13,N,4
20702,35,34868,RENT,14.0,MEDICAL,E,5000,6.0,1,0.14,N,6
1579,25,34942,RENT,7.0,PERSONAL,B,1500,10.99,0,0.04,N,4
31606,40,28000,OWN,18.0,VENTURE,B,1600,9.99,0,0.06,N,17
6072,26,48000,OWN,3.0,VENTURE,C,3600,13.49,0,0.07,N,4
28988,30,66000,MORTGAGE,,VENTURE,A,12000,7.51,0,0.18,N,9
9764,25,25000,RENT,5.0,MEDICAL,B,9000,11.49,1,0.36,N,2
27069,29,67171,RENT,13.0,MEDICAL,A,1600,8.9,0,0.02,N,7
21711,30,50000,OWN,3.0,EDUCATION,A,5000,5.99,0,0.1,N,7
10296,25,66000,MORTGAGE,7.0,MEDICAL,C,5875,10.91,0,0.09,Y,4
18821,31,27036,MORTGAGE,2.0,EDUCATION,B,6500,11.11,0,0.24,N,7
10956,22,70000,MORTGAGE,2.0,EDUCATION,E,16000,16.63,0,0.23,Y,3
28248,33,72000,MORTGAGE,,VENTURE,A,5000,6.99,0,0.07,N,7
14093,23,83000,RENT,0.0,EDUCATION,E,14000,17.51,1,0.17,Y,4
7817,24,40040,RENT,0.0,MEDICAL,C,7000,13.23,0,0.17,Y,3
3311,25,36000,RENT,2.0,EDUCATION,C,3600,15.23,0,0.1,N,4
16076,22,32240,RENT,3.0,PERSONAL,C,15000,13.22,1,0.47,N,2
11908,23,85000,RENT,1.0,DEBTCONSOLIDATION,A,10200,,0,0.12,N,3
4226,22,40000,RENT,6.0,EDUCATION,A,4500,7.66,0,0.11,N,3
17182,22,87000,RENT,5.0,EDUCATION,C,20000,13.85,0,0.23,N,4
4966,22,43000,OWN,2.0,VENTURE,B,22800,12.69,0,0.53,N,2
29796,37,38400,MORTGAGE,1.0,DEBTCONSOLIDATION,A,2400,6.99,0,0.06,N,17
3785,24,38400,MORTGAGE,8.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.26,N,2
29277,38,83000,RENT,3.0,HOMEIMPROVEMENT,G,22250,23.22,1,0.27,Y,12
22712,28,57248,MORTGAGE,1.0,EDUCATION,A,9000,6.92,0,0.16,N,7
9827,26,64999,MORTGAGE,11.0,VENTURE,B,15000,10.99,0,0.23,N,2
157,26,56000,RENT,4.0,DEBTCONSOLIDATION,C,25000,12.87,1,0.45,N,2
26190,27,98000,MORTGAGE,,PERSONAL,B,10000,12.69,0,0.1,N,7
27140,32,125000,MORTGAGE,3.0,VENTURE,B,21000,11.71,0,0.17,N,10
537,25,51060,RENT,9.0,VENTURE,A,21250,6.91,1,0.42,N,2
8451,22,70000,RENT,4.0,VENTURE,A,7550,7.51,0,0.11,N,2
28653,35,130000,RENT,6.0,MEDICAL,B,4375,,0,0.03,N,8
3262,24,36000,RENT,5.0,VENTURE,D,3525,14.59,0,0.1,Y,3
8162,21,50000,RENT,4.0,EDUCATION,B,7300,11.71,0,0.15,N,3
20035,28,40000,RENT,1.0,PERSONAL,C,3700,15.96,0,0.09,N,8
19517,28,53000,RENT,0.0,MEDICAL,C,12000,14.22,0,0.23,N,10
5978,24,54000,RENT,3.0,VENTURE,B,5600,10.59,0,0.1,N,4
12768,24,85000,MORTGAGE,7.0,VENTURE,A,12000,5.99,0,0.14,N,2
5196,22,44004,MORTGAGE,0.0,PERSONAL,C,6300,12.29,0,0.14,Y,3
24164,27,43080,RENT,7.0,PERSONAL,C,10000,13.98,0,0.23,N,9
12180,25,26000,RENT,5.0,MEDICAL,B,12000,11.99,1,0.46,N,3
29982,37,40000,RENT,8.0,VENTURE,B,5000,12.18,0,0.13,N,12
1529,26,45000,RENT,,DEBTCONSOLIDATION,B,1400,10.59,0,0.03,N,4
22586,35,56000,MORTGAGE,,DEBTCONSOLIDATION,A,12000,,0,0.21,N,8
25110,35,36000,RENT,9.0,MEDICAL,D,12000,16.29,1,0.33,N,9
24528,28,60000,RENT,8.0,EDUCATION,A,10000,8.9,0,0.17,N,9
7465,22,27800,RENT,3.0,MEDICAL,A,6800,8.49,0,0.24,N,3
5639,24,90000,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.59,0,0.06,N,2
10976,25,36996,RENT,4.0,MEDICAL,B,4200,11.11,0,0.11,N,3
29545,37,24500,RENT,0.0,PERSONAL,B,2400,11.71,0,0.1,N,11
19707,34,30000,RENT,4.0,VENTURE,B,3350,10.99,0,0.11,N,10
10497,26,30720,RENT,5.0,DEBTCONSOLIDATION,A,10000,7.88,1,0.33,N,2
21795,33,61000,RENT,0.0,EDUCATION,B,6000,10.39,0,0.1,N,7
10967,26,34400,RENT,5.0,MEDICAL,A,4200,8.9,0,0.12,N,3
7914,25,48226,RENT,9.0,MEDICAL,A,7000,7.9,0,0.15,N,3
8684,23,54000,MORTGAGE,7.0,EDUCATION,B,21200,12.42,1,0.39,N,2
14964,26,120000,MORTGAGE,5.0,EDUCATION,B,13000,10.99,0,0.11,N,2
25548,33,86000,MORTGAGE,5.0,VENTURE,D,15000,16.49,0,0.17,Y,9
20390,31,47400,RENT,3.0,MEDICAL,B,4500,10.36,0,0.09,N,5
30847,39,67000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,10.37,0,0.22,N,15
9015,22,55000,RENT,6.0,PERSONAL,B,8000,11.71,0,0.15,N,3
3334,25,36000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9000,7.14,0,0.25,N,4
9083,23,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,7.14,0,0.07,N,3
16467,23,39292,MORTGAGE,3.0,MEDICAL,A,3250,,1,0.08,N,3
13274,24,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,24000,13.06,0,0.27,Y,2
14493,24,108000,MORTGAGE,5.0,EDUCATION,D,9950,14.96,0,0.09,Y,4
13119,26,88200,MORTGAGE,9.0,HOMEIMPROVEMENT,B,3000,10.59,0,0.03,N,4
2535,24,23000,RENT,0.0,EDUCATION,A,3000,8.0,0,0.13,N,3
21928,30,90000,RENT,0.0,MEDICAL,B,6000,10.38,0,0.07,N,8
10389,22,67145,MORTGAGE,2.0,EDUCATION,B,10000,10.62,0,0.15,N,4
827,22,100000,RENT,0.0,PERSONAL,B,20000,12.21,0,0.2,N,3
21528,29,30000,RENT,1.0,HOMEIMPROVEMENT,E,6000,17.99,1,0.2,N,7
16023,23,24000,RENT,4.0,DEBTCONSOLIDATION,A,5000,6.62,0,0.21,N,2
7123,26,65000,RENT,3.0,EDUCATION,A,7000,,0,0.11,N,2
4406,22,40000,MORTGAGE,1.0,EDUCATION,B,13025,10.14,0,0.33,N,3
3219,24,55000,RENT,0.0,DEBTCONSOLIDATION,B,3500,8.88,0,0.06,N,4
2227,22,62000,RENT,5.0,VENTURE,A,13200,,0,0.21,N,4
30590,39,33100,RENT,3.0,DEBTCONSOLIDATION,C,8000,14.26,1,0.24,Y,12
2159,22,66000,RENT,2.0,EDUCATION,A,2400,7.4,0,0.04,N,2
17208,25,125000,RENT,9.0,VENTURE,D,6500,14.61,0,0.05,N,3
4786,22,32760,RENT,3.0,PERSONAL,C,5000,13.48,0,0.15,Y,3
16209,22,16800,MORTGAGE,0.0,DEBTCONSOLIDATION,C,4750,13.85,1,0.28,Y,4
25810,27,90000,MORTGAGE,5.0,VENTURE,D,20500,14.96,0,0.23,Y,8
27110,28,111000,MORTGAGE,12.0,DEBTCONSOLIDATION,F,25000,19.79,1,0.23,N,5
26861,29,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,4000,13.48,0,0.03,N,10
23283,28,61000,MORTGAGE,12.0,PERSONAL,B,12000,9.99,0,0.2,N,5
7493,23,48000,RENT,0.0,PERSONAL,A,6800,6.54,1,0.14,N,4
29550,36,38568,RENT,7.0,PERSONAL,E,2400,18.39,0,0.06,Y,12
